
normal
n = 20    ;0.023850    ;
n = 100   ;0.010880    ;

cauchy
n = 20    ;0.146250    ;
n = 100   ;0.157350    ;

laplace
n = 20    ;0.075700    ;
n = 100   ;0.065080    ;

uniform
n = 20    ;0.002750    ;
n = 100   ;0.000000    ;

poisson
n = 20    ;0.026750    ;
n = 100   ;0.009930    ;
